Id,Label,Latitude,Longitude,Densidade,Tipo
"31.0_-146.0","31.0_-146.0",31.9000,-145.7700,0.154000,"Intermediario"
"4.0_-158.0","4.0_-158.0",4.6420,-157.5660,0.000000,"Intermediario"
"39.0_-131.0","39.0_-131.0",39.9300,-130.5300,0.036650,"Intermediario"
"13.0_-61.0","13.0_-61.0",13.5158,-60.4592,0.000508,"Intermediario"
"39.0_5.0","39.0_5.0",39.8019,5.6978,3.810000,"Intermediario"
"-25.0_98.0","-25.0_98.0",-24.4876,98.1066,0.017500,"Intermediario"
"58.0_-10.0","58.0_-10.0",58.5007,-9.5455,4.500000,"Intermediario"
"-34.0_-73.0","-34.0_-73.0",-33.6899,-72.0005,0.002500,"Intermediario"
"42.0_-143.0","42.0_-143.0",42.9600,-142.2500,0.005230,"Intermediario"
"32.0_122.0","32.0_122.0",32.0062,122.2497,0.168000,"Intermediario"
"30.0_-149.0","30.0_-149.0",30.7500,-148.6100,0.295000,"Intermediario"
"42.0_-53.0","42.0_-53.0",42.2300,-52.1700,0.030200,"Intermediario"
"71.0_-148.0","71.0_-148.0",71.3316,-147.2975,0.000000,"Intermediario"
"-10.0_-155.0","-10.0_-155.0",-9.3400,-154.2500,0.000000,"Intermediario"
"69.0_-52.0","69.0_-52.0",69.2027,-51.1465,0.074200,"Intermediario"
"20.0_-153.0","20.0_-153.0",20.6100,-153.0000,0.024900,"Intermediario"
"24.0_-126.0","24.0_-126.0",24.3400,-125.8500,0.000000,"Intermediario"
"-8.0_-7.0","-8.0_-7.0",-7.2547,-6.5788,0.016800,"Intermediario"
"31.0_-73.0","31.0_-73.0",31.2963,-72.4950,0.011998,"Intermediario"
"19.0_-78.0","19.0_-78.0",19.1875,-77.5875,0.004310,"Intermediario"
"48.0_-144.0","48.0_-144.0",48.7500,-143.5300,0.000000,"Intermediario"
"22.0_-69.0","22.0_-69.0",22.4200,-68.7300,0.094500,"Intermediario"
"26.0_-167.0","26.0_-167.0",26.8000,-166.5400,0.178000,"Intermediario"
"11.0_-149.0","11.0_-149.0",11.5500,-148.1100,0.000000,"Intermediario"
"45.0_-75.0","45.0_-75.0",45.2644,-74.2307,0.249400,"Intermediario"
"23.0_-66.0","23.0_-66.0",23.5900,-65.7400,0.044950,"Intermediario"
"32.0_-70.0","32.0_-70.0",32.2200,-69.4600,0.006910,"Intermediario"
"32.0_-129.0","32.0_-129.0",32.6027,-128.4548,0.138415,"Intermediario"
"37.0_4.0","37.0_4.0",37.9780,4.6470,5.990000,"Intermediario"
"18.0_-111.0","18.0_-111.0",18.5533,-110.4967,0.003723,"Intermediario"
"33.0_-67.0","33.0_-67.0",33.5200,-66.4900,0.113600,"Intermediario"
"59.0_-4.0","59.0_-4.0",59.1034,-3.3081,0.018767,"Intermediario"
"43.0_-59.0","43.0_-59.0",43.9233,-58.9567,0.000000,"Intermediario"
"35.0_-65.0","35.0_-65.0",35.4732,-64.5737,0.044862,"Intermediario"
"42.0_-71.0","42.0_-71.0",42.4231,-70.3276,0.006431,"Intermediario"
"-23.0_101.0","-23.0_101.0",-22.5695,101.6493,0.034750,"Intermediario"
"7.0_-19.0","7.0_-19.0",7.8411,-18.6177,0.056200,"Intermediario"
"36.0_-146.0","36.0_-146.0",36.5084,-145.0356,0.258000,"Intermediario"
"-10.0_-137.0","-10.0_-137.0",-9.5200,-136.6000,0.000000,"Intermediario"
"32.0_140.0","32.0_140.0",32.3532,140.3460,0.078450,"Intermediario"
"-26.0_-121.0","-26.0_-121.0",-25.9512,-120.4278,0.013200,"Intermediario"
"37.0_-59.0","37.0_-59.0",37.9000,-58.8000,0.001450,"Intermediario"
"29.0_127.0","29.0_127.0",29.5209,127.4381,1.130500,"Intermediario"
"36.0_132.0","36.0_132.0",36.2902,132.4502,0.814754,"Intermediario"
"-40.0_160.0","-40.0_160.0",-39.9535,160.4176,0.003375,"Intermediario"
"47.0_-125.0","47.0_-125.0",47.1500,-124.7300,0.000000,"Intermediario"
"-5.0_-146.0","-5.0_-146.0",-4.4400,-145.7200,0.000000,"Intermediario"
"16.0_-158.0","16.0_-158.0",16.5267,-157.7467,0.000305,"Intermediario"
"45.0_-57.0","45.0_-57.0",45.9700,-56.8000,0.006500,"Intermediario"
"32.0_-164.0","32.0_-164.0",32.9800,-163.4800,0.085600,"Intermediario"
"28.0_-51.0","28.0_-51.0",28.5522,-50.1026,0.056800,"Intermediario"
"42.0_3.0","42.0_3.0",42.3780,3.3980,0.291055,"Intermediario"
"55.0_-164.0","55.0_-164.0",55.4060,-163.9470,0.406000,"Intermediario"
"26.0_140.0","26.0_140.0",26.1097,140.5591,0.075690,"Intermediario"
"33.0_-156.0","33.0_-156.0",33.0950,-155.3400,0.026750,"Intermediario"
"31.0_-60.0","31.0_-60.0",31.4656,-59.6500,0.032911,"Intermediario"
"3.0_-162.0","3.0_-162.0",3.9700,-161.1200,0.000000,"Intermediario"
"13.0_-146.0","13.0_-146.0",13.3700,-145.6500,0.000000,"Intermediario"
"22.0_-151.0","22.0_-151.0",22.7050,-150.5350,0.065250,"Intermediario"
"39.0_-126.0","39.0_-126.0",39.7400,-125.4300,0.000000,"Intermediario"
"38.0_-143.0","38.0_-143.0",38.7563,-142.2943,0.049433,"Intermediario"
"8.0_-148.0","8.0_-148.0",8.1400,-147.8100,0.000000,"Intermediario"
"5.0_-87.0","5.0_-87.0",5.7950,-86.8450,0.000000,"Intermediario"
"-7.0_-143.0","-7.0_-143.0",-6.7000,-142.6400,0.001170,"Intermediario"
"-55.0_0.0","-55.0_0.0",-54.6538,0.9642,0.000000,"Intermediario"
"24.0_155.0","24.0_155.0",24.2949,155.0853,0.030200,"Intermediario"
"40.0_-68.0","40.0_-68.0",40.5323,-67.6262,0.014248,"Intermediario"
"27.0_-45.0","27.0_-45.0",27.5769,-44.3386,0.244000,"Intermediario"
"4.0_-145.0","4.0_-145.0",4.6600,-144.3800,0.000675,"Intermediario"
"76.0_149.0","76.0_149.0",76.5932,149.2913,0.004500,"Intermediario"
"14.0_141.0","14.0_141.0",14.5778,141.1738,0.101267,"Intermediario"
"-22.0_98.0","-22.0_98.0",-21.1139,98.9625,0.186600,"Intermediario"
"-12.0_-152.0","-12.0_-152.0",-11.5300,-151.3500,0.000000,"Intermediario"
"15.0_-99.0","15.0_-99.0",15.7800,-98.4700,0.004230,"Intermediario"
"41.0_-65.0","41.0_-65.0",41.4736,-64.4564,0.005098,"Intermediario"
"30.0_-154.0","30.0_-154.0",30.5133,-153.7733,0.254767,"Intermediario"
"-17.0_-152.0","-17.0_-152.0",-16.5756,-151.6633,0.001386,"Intermediario"
"56.0_-11.0","56.0_-11.0",56.8091,-10.5742,8.750000,"Intermediario"
"-5.0_-29.0","-5.0_-29.0",-4.7800,-28.1700,0.032000,"Intermediario"
"34.0_-64.0","34.0_-64.0",34.5671,-63.5200,0.030900,"Intermediario"
"39.0_-157.0","39.0_-157.0",39.1247,-156.9162,0.057800,"Intermediario"
"-26.0_-35.0","-26.0_-35.0",-25.8010,-34.2127,0.028200,"Intermediario"
"49.0_-24.0","49.0_-24.0",49.4700,-23.6800,0.027800,"Intermediario"
"34.0_129.0","34.0_129.0",34.4922,129.5719,1.037800,"Intermediario"
"15.0_-68.0","15.0_-68.0",15.4050,-67.2150,0.000000,"Intermediario"
"11.0_-118.0","11.0_-118.0",11.6533,-117.6867,0.001080,"Intermediario"
"-1.0_-142.0","-1.0_-142.0",-0.9900,-141.8400,0.000000,"Intermediario"
"28.0_-64.0","28.0_-64.0",28.6700,-63.0700,0.043200,"Intermediario"
"34.0_-171.0","34.0_-171.0",34.3877,-170.0190,0.258000,"Intermediario"
"-33.0_-10.0","-33.0_-10.0",-32.3348,-9.2109,0.378000,"Intermediario"
"33.0_-169.0","33.0_-169.0",33.0136,-168.1356,0.083600,"Intermediario"
"24.0_-72.0","24.0_-72.0",24.6915,-71.5077,0.029112,"Intermediario"
"44.0_-149.0","44.0_-149.0",44.3800,-148.2500,0.000000,"Intermediario"
"-31.0_-3.0","-31.0_-3.0",-30.2600,-2.4400,0.905000,"Intermediario"
"23.0_-84.0","23.0_-84.0",23.7420,-83.4360,0.008716,"Intermediario"
"-27.0_106.0","-27.0_106.0",-26.5485,106.8701,0.009820,"Intermediario"
"30.0_-71.0","30.0_-71.0",30.6050,-70.4050,0.110100,"Intermediario"
"35.0_135.0","35.0_135.0",35.8066,135.5697,2.787085,"Intermediario"
"41.0_19.0","41.0_19.0",41.8248,19.2100,0.780000,"Intermediario"
"13.0_-159.0","13.0_-159.0",13.7967,-158.7967,0.003600,"Intermediario"
"26.0_-149.0","26.0_-149.0",26.4972,-148.7426,0.162000,"Intermediario"
"39.0_-67.0","39.0_-67.0",39.4762,-66.3000,0.006100,"Intermediario"
"42.0_-84.0","42.0_-84.0",42.3047,-83.0837,0.080390,"Intermediario"
"-55.0_133.0","-55.0_133.0",-54.5186,133.5109,0.003990,"Intermediario"
"32.0_153.0","32.0_153.0",32.0859,153.1712,0.063200,"Intermediario"
"36.0_-5.0","36.0_-5.0",36.1229,-4.1850,2.336500,"Intermediario"
"17.0_-84.0","17.0_-84.0",17.3475,-83.7325,0.006950,"Intermediario"
"41.0_-138.0","41.0_-138.0",41.0700,-137.2400,0.013200,"Intermediario"
"9.0_-162.0","9.0_-162.0",9.4200,-161.5600,0.000000,"Intermediario"
"-32.0_-26.0","-32.0_-26.0",-31.1353,-25.2230,0.736000,"Intermediario"
"-49.0_142.0","-49.0_142.0",-48.0419,142.3236,0.002400,"Intermediario"
"18.0_-81.0","18.0_-81.0",18.6233,-80.4867,0.010800,"Intermediario"
"-18.0_168.0","-18.0_168.0",-17.7380,168.2807,0.285083,"Intermediario"
"35.0_-141.0","35.0_-141.0",35.8410,-140.8223,0.802000,"Intermediario"
"45.0_-44.0","45.0_-44.0",45.3200,-43.7200,0.018500,"Intermediario"
"32.0_-48.0","32.0_-48.0",32.0609,-47.6879,0.143000,"Intermediario"
"15.0_-144.0","15.0_-144.0",15.5800,-143.2700,0.000000,"Intermediario"
"7.0_-121.0","7.0_-121.0",7.4700,-120.2050,0.000000,"Intermediario"
"21.0_119.0","21.0_119.0",21.0236,119.9733,0.005570,"Intermediario"
"39.0_24.0","39.0_24.0",39.9040,24.3020,0.622000,"Intermediario"
"30.0_123.0","30.0_123.0",30.4995,123.2188,0.082867,"Intermediario"
"21.0_-106.0","21.0_-106.0",21.4400,-105.6000,0.002320,"Intermediario"
"29.0_-126.0","29.0_-126.0",29.2850,-125.4050,0.008700,"Intermediario"
"5.0_-137.0","5.0_-137.0",5.4300,-136.4400,0.000000,"Intermediario"
"-60.0_148.0","-60.0_148.0",-59.6119,148.6550,0.000000,"Intermediario"
"38.0_-69.0","38.0_-69.0",38.3771,-68.7300,0.042729,"Intermediario"
"6.0_-18.0","6.0_-18.0",6.8396,-17.8100,0.004700,"Intermediario"
"77.0_11.0","77.0_11.0",77.7821,11.4461,0.000000,"Intermediario"
"38.0_-130.0","38.0_-130.0",38.7300,-129.6600,0.017800,"Intermediario"
"11.0_-62.0","11.0_-62.0",11.7200,-61.4623,0.003238,"Intermediario"
"-7.0_-156.0","-7.0_-156.0",-6.7400,-155.3900,0.000000,"Intermediario"
"25.0_-77.0","25.0_-77.0",25.6990,-76.4603,0.022524,"Intermediario"
"12.0_-111.0","12.0_-111.0",12.5000,-110.3900,0.072900,"Intermediario"
"-28.0_-109.0","-28.0_-109.0",-27.2907,-108.4152,0.095067,"Intermediario"
"-16.0_-152.0","-16.0_-152.0",-15.5300,-151.9350,0.001115,"Intermediario"
"40.0_-145.0","40.0_-145.0",40.0895,-144.4545,0.208000,"Intermediario"
"29.0_-61.0","29.0_-61.0",29.4600,-60.4311,0.035771,"Intermediario"
"29.0_-144.0","29.0_-144.0",29.2323,-143.8742,0.143000,"Intermediario"
"32.0_-133.0","32.0_-133.0",32.1733,-132.3321,0.837000,"Intermediario"
"10.0_-162.0","10.0_-162.0",10.3400,-161.3900,0.000000,"Intermediario"
"34.0_26.0","34.0_26.0",34.8160,26.1300,0.368000,"Intermediario"
"37.0_-134.0","37.0_-134.0",37.1900,-133.9073,0.135100,"Intermediario"
"33.0_-125.0","33.0_-125.0",33.3890,-124.3213,0.224186,"Intermediario"
"28.0_-152.0","28.0_-152.0",28.4600,-151.8000,0.056000,"Intermediario"
"0.0_-142.0","0.0_-142.0",0.5800,-141.8950,0.000000,"Intermediario"
"49.0_-11.0","49.0_-11.0",49.4258,-10.4120,5.790000,"Intermediario"
"-71.0_-160.0","-71.0_-160.0",-70.2021,-159.0534,0.000000,"Intermediario"
"25.0_-113.0","25.0_-113.0",25.2450,-112.6225,0.000943,"Intermediario"
"26.0_-83.0","26.0_-83.0",26.7300,-82.8150,0.019070,"Intermediario"
"35.0_-34.0","35.0_-34.0",35.2107,-33.9168,0.009220,"Intermediario"
"38.0_-126.0","38.0_-126.0",38.5100,-125.6300,0.000000,"Intermediario"
"17.0_-79.0","17.0_-79.0",17.3083,-78.3504,0.005284,"Intermediario"
"35.0_-172.0","35.0_-172.0",35.0217,-171.7712,0.134667,"Intermediario"
"27.0_150.0","27.0_150.0",27.8482,150.2578,0.626000,"Intermediario"
"-31.0_0.0","-31.0_0.0",-30.8800,0.9700,0.814000,"Intermediario"
"-19.0_95.0","-19.0_95.0",-18.5585,95.1633,0.040100,"Intermediario"
"50.0_0.0","50.0_0.0",50.3948,0.5665,0.137333,"Intermediario"
"28.0_129.0","28.0_129.0",28.1212,129.9675,0.132900,"Intermediario"
"15.0_-161.0","15.0_-161.0",15.1500,-160.6450,0.000000,"Intermediario"
"42.0_140.0","42.0_140.0",42.3351,140.6363,0.622025,"Intermediario"
"23.0_-83.0","23.0_-83.0",23.9225,-82.3475,0.006488,"Intermediario"
"7.0_-86.0","7.0_-86.0",7.8600,-85.6300,0.000000,"Intermediario"
"17.0_-110.0","17.0_-110.0",17.8133,-109.6967,0.003407,"Intermediario"
"13.0_-116.0","13.0_-116.0",13.8000,-115.7600,0.140000,"Intermediario"
"29.0_-74.0","29.0_-74.0",29.6650,-73.7000,0.004320,"Intermediario"
"33.0_136.0","33.0_136.0",33.5603,136.3873,0.632382,"Intermediario"
"21.0_-24.0","21.0_-24.0",21.4500,-23.4500,0.059100,"Intermediario"
"51.0_-130.0","51.0_-130.0",51.0400,-129.0800,0.029650,"Intermediario"
"23.0_-164.0","23.0_-164.0",23.5800,-163.7000,0.021100,"Intermediario"
"22.0_-86.0","22.0_-86.0",22.2100,-85.2600,0.000000,"Intermediario"
"32.0_-146.0","32.0_-146.0",32.0500,-145.0400,0.213000,"Intermediario"
"28.0_-77.0","28.0_-77.0",28.1433,-76.5433,0.003587,"Intermediario"
"15.0_-72.0","15.0_-72.0",15.5867,-71.1600,0.009047,"Intermediario"
"-14.0_127.0","-14.0_127.0",-13.7411,127.6129,0.001240,"Intermediario"
"-15.0_124.0","-15.0_124.0",-14.2833,124.7905,0.000490,"Intermediario"
"31.0_-37.0","31.0_-37.0",31.8113,-36.8788,0.027000,"Intermediario"
"39.0_19.0","39.0_19.0",39.5813,19.6066,1.251304,"Intermediario"
"24.0_-130.0","24.0_-130.0",24.4700,-129.3400,0.051500,"Intermediario"
"42.0_153.0","42.0_153.0",42.8980,153.6340,0.202880,"Intermediario"
"27.0_-58.0","27.0_-58.0",27.4660,-57.6700,0.069620,"Intermediario"
"30.0_137.0","30.0_137.0",30.7594,137.8399,0.158000,"Intermediario"
"-5.0_-132.0","-5.0_-132.0",-4.0100,-131.0700,0.000000,"Intermediario"
"17.0_-66.0","17.0_-66.0",17.2840,-65.2040,0.003240,"Intermediario"
"44.0_-82.0","44.0_-82.0",44.7676,-81.9475,0.037570,"Intermediario"
"20.0_-80.0","20.0_-80.0",20.2880,-79.7540,0.000440,"Intermediario"
"-64.0_-57.0","-64.0_-57.0",-63.6312,-56.4474,0.049000,"Intermediario"
"26.0_-70.0","26.0_-70.0",26.2600,-69.1100,0.000000,"Intermediario"
"14.0_-116.0","14.0_-116.0",14.3450,-115.6500,0.001710,"Intermediario"
"16.0_-82.0","16.0_-82.0",16.6848,-81.3728,0.002549,"Intermediario"
"39.0_-180.0","39.0_-180.0",39.3040,-179.7484,0.280600,"Intermediario"
"37.0_133.0","37.0_133.0",37.6794,133.2104,0.120000,"Intermediario"
"40.0_-158.0","40.0_-158.0",40.2100,-157.4300,0.102000,"Intermediario"
"6.0_-155.0","6.0_-155.0",6.6500,-154.1000,0.000000,"Intermediario"
"25.0_-157.0","25.0_-157.0",25.4900,-156.9500,0.000000,"Intermediario"
"1.0_-147.0","1.0_-147.0",1.7200,-146.3500,0.000000,"Intermediario"
"-22.0_72.0","-22.0_72.0",-21.2668,72.1455,0.009320,"Intermediario"
"29.0_-157.0","29.0_-157.0",29.6700,-156.5500,0.063467,"Intermediario"
"32.0_-120.0","32.0_-120.0",32.4736,-119.5677,0.028654,"Intermediario"
"45.0_-133.0","45.0_-133.0",45.6800,-132.2900,0.004540,"Intermediario"
"20.0_-149.0","20.0_-149.0",20.7800,-148.2700,0.098900,"Intermediario"
"15.0_-98.0","15.0_-98.0",15.4100,-97.8900,0.000000,"Intermediario"
"6.0_86.0","6.0_86.0",6.1637,86.9385,0.000960,"Intermediario"
"46.0_-58.0","46.0_-58.0",46.4800,-57.5825,0.015870,"Intermediario"
"-13.0_-145.0","-13.0_-145.0",-12.7200,-144.2520,0.002692,"Intermediario"
"5.0_83.0","5.0_83.0",5.6717,83.4242,0.004390,"Intermediario"
"-17.0_-153.0","-17.0_-153.0",-16.6250,-152.1775,0.004853,"Intermediario"
"7.0_-147.0","7.0_-147.0",7.3100,-146.3300,0.000000,"Intermediario"
"43.0_-3.0","43.0_-3.0",43.4882,-2.4099,0.311500,"Intermediario"
"37.0_146.0","37.0_146.0",37.9986,146.5228,0.003500,"Intermediario"
"-6.0_-142.0","-6.0_-142.0",-5.4667,-141.5667,0.000277,"Intermediario"
"23.0_-70.0","23.0_-70.0",23.3620,-69.8680,0.031480,"Intermediario"
"19.0_-82.0","19.0_-82.0",19.7067,-81.4117,0.010603,"Intermediario"
"43.0_-58.0","43.0_-58.0",43.9500,-57.2600,0.013150,"Intermediario"
"22.0_-73.0","22.0_-73.0",22.7175,-72.3700,0.004325,"Intermediario"
"53.0_-136.0","53.0_-136.0",53.3700,-135.6600,0.001040,"Intermediario"
"40.0_137.0","40.0_137.0",40.5093,137.7935,7.458000,"Intermediario"
"14.0_-66.0","14.0_-66.0",14.9000,-65.3900,0.000980,"Intermediario"
"13.0_-69.0","13.0_-69.0",13.5267,-68.6300,0.005283,"Intermediario"
"3.0_-126.0","3.0_-126.0",3.1700,-125.6600,0.000000,"Intermediario"
"32.0_-78.0","32.0_-78.0",32.4567,-77.2133,0.016900,"Intermediario"
"39.0_137.0","39.0_137.0",39.3412,137.8262,7.023250,"Intermediario"
"31.0_-150.0","31.0_-150.0",31.6600,-149.9600,0.105933,"Intermediario"
"-5.0_-145.0","-5.0_-145.0",-4.9500,-144.8200,0.000000,"Intermediario"
"16.0_-157.0","16.0_-157.0",16.4100,-156.5450,0.005510,"Intermediario"
"24.0_141.0","24.0_141.0",24.3965,141.2876,0.015450,"Intermediario"
"74.0_160.0","74.0_160.0",74.7594,160.5687,0.022500,"Intermediario"
"77.0_8.0","77.0_8.0",77.3805,8.4805,0.000000,"Intermediario"
"-3.0_-104.0","-3.0_-104.0",-2.9700,-103.1900,0.000000,"Intermediario"
"15.0_137.0","15.0_137.0",15.3670,137.2612,0.056860,"Intermediario"
"41.0_-82.0","41.0_-82.0",41.7346,-81.6746,0.484325,"Intermediario"
"18.0_-137.0","18.0_-137.0",18.6500,-136.1800,0.000000,"Intermediario"
"-4.0_-28.0","-4.0_-28.0",-3.0300,-27.3300,0.005770,"Intermediario"
"-17.0_-148.0","-17.0_-148.0",-16.1100,-147.9500,0.009350,"Intermediario"
"-27.0_-113.0","-27.0_-113.0",-26.6982,-112.8710,0.005580,"Intermediario"
"34.0_146.0","34.0_146.0",34.9617,146.5014,0.020900,"Intermediario"
"-30.0_89.0","-30.0_89.0",-29.6900,89.6900,0.030600,"Intermediario"
"41.0_-156.0","41.0_-156.0",41.3301,-155.7193,0.290500,"Intermediario"
"-9.0_-128.0","-9.0_-128.0",-8.6900,-127.4700,0.000000,"Intermediario"
"16.0_-109.0","16.0_-109.0",16.8800,-108.8600,0.068000,"Intermediario"
"67.0_41.0","67.0_41.0",67.2771,41.1985,0.013500,"Intermediario"
"58.0_0.0","58.0_0.0",58.6275,0.2288,0.019800,"Intermediario"
"71.0_-93.0","71.0_-93.0",71.9815,-92.4493,0.020400,"Intermediario"
"-12.0_-147.0","-12.0_-147.0",-11.5300,-146.7300,0.000000,"Intermediario"
"39.0_-72.0","39.0_-72.0",39.6971,-71.3207,0.004339,"Intermediario"
"37.0_-152.0","37.0_-152.0",37.7300,-151.5250,0.245000,"Intermediario"
"-32.0_113.0","-32.0_113.0",-31.5400,113.3800,0.009890,"Intermediario"
"22.0_-60.0","22.0_-60.0",22.5022,-59.7322,0.017593,"Intermediario"
"-37.0_23.0","-37.0_23.0",-36.2600,23.5356,0.020633,"Intermediario"
"-21.0_115.0","-21.0_115.0",-20.3567,115.3860,0.002553,"Intermediario"
"20.0_-75.0","20.0_-75.0",20.7200,-74.1200,0.004600,"Intermediario"
"44.0_-77.0","44.0_-77.0",44.0452,-76.6533,0.037390,"Intermediario"
"14.0_-97.0","14.0_-97.0",14.4100,-96.5000,0.003240,"Intermediario"
"37.0_-63.0","37.0_-63.0",37.2100,-62.5500,0.021600,"Intermediario"
"47.0_-9.0","47.0_-9.0",47.5003,-8.2794,6.250000,"Intermediario"
"10.0_-131.0","10.0_-131.0",10.6700,-130.8300,0.008410,"Intermediario"
"-19.0_118.0","-19.0_118.0",-18.8706,118.5144,0.004133,"Intermediario"
"-42.0_153.0","-42.0_153.0",-41.7356,153.2158,0.008870,"Intermediario"
"46.0_-6.0","46.0_-6.0",46.2501,-5.6299,4.750000,"Intermediario"
"-31.0_107.0","-31.0_107.0",-30.8000,107.1900,0.000000,"Intermediario"
"28.0_-59.0","28.0_-59.0",28.5233,-58.4278,0.131047,"Intermediario"
"23.0_-129.0","23.0_-129.0",23.0000,-128.0800,0.015900,"Intermediario"
"32.0_-65.0","32.0_-65.0",32.4887,-64.5824,0.067120,"Intermediario"
"34.0_-123.0","34.0_-123.0",34.2509,-122.5895,0.082720,"Intermediario"
"37.0_13.0","37.0_13.0",37.0374,13.1838,0.116000,"Intermediario"
"45.0_-61.0","45.0_-61.0",45.3325,-60.2900,0.001625,"Intermediario"
"2.0_147.0","2.0_147.0",2.3807,147.0403,0.004950,"Intermediario"
"40.0_-127.0","40.0_-127.0",40.0900,-126.9900,0.005200,"Intermediario"
"73.0_78.0","73.0_78.0",73.8344,78.8167,0.013500,"Intermediario"
"53.0_-15.0","53.0_-15.0",53.6352,-14.4862,11.100000,"Intermediario"
"52.0_-14.0","52.0_-14.0",52.2604,-13.8210,5.000000,"Intermediario"
"44.0_-64.0","44.0_-64.0",44.3075,-63.4550,0.001275,"Intermediario"
"77.0_120.0","77.0_120.0",77.1870,120.4003,0.000000,"Intermediario"
"30.0_-67.0","30.0_-67.0",30.6300,-66.4617,0.027000,"Intermediario"
"40.0_-72.0","40.0_-72.0",40.5200,-71.2864,0.004978,"Intermediario"
"31.0_-68.0","31.0_-68.0",31.4052,-67.4090,0.088495,"Intermediario"
"-38.0_127.0","-38.0_127.0",-37.8900,127.7500,0.000000,"Intermediario"
"54.0_-12.0","54.0_-12.0",54.4540,-11.6046,6.153846,"Intermediario"
"11.0_-136.0","11.0_-136.0",11.3300,-135.7500,0.000000,"Intermediario"
"29.0_-43.0","29.0_-43.0",29.6950,-42.4807,0.078600,"Intermediario"
"42.0_-126.0","42.0_-126.0",42.4900,-125.8200,0.000000,"Intermediario"
"34.0_133.0","34.0_133.0",34.3187,133.5407,1.422200,"Intermediario"
"39.0_41.0","39.0_41.0",39.3442,41.2616,0.328333,"Intermediario"
"42.0_-66.0","42.0_-66.0",42.5457,-65.5743,0.022093,"Intermediario"
"48.0_-139.0","48.0_-139.0",48.0900,-138.5000,0.002400,"Intermediario"
"22.0_-159.0","22.0_-159.0",22.5143,-158.6214,0.011376,"Intermediario"
"21.0_155.0","21.0_155.0",21.5837,155.3391,0.003880,"Intermediario"
"34.0_-59.0","34.0_-59.0",34.4825,-58.2175,0.043668,"Intermediario"
"32.0_135.0","32.0_135.0",32.3433,135.4400,0.365233,"Intermediario"
"43.0_-63.0","43.0_-63.0",43.6050,-62.5250,0.005400,"Intermediario"
"-10.0_-141.0","-10.0_-141.0",-9.3381,-140.6025,0.000287,"Intermediario"
"-11.0_-146.0","-11.0_-146.0",-10.6800,-145.4100,0.000367,"Intermediario"
"25.0_-126.0","25.0_-126.0",25.5100,-125.5850,0.000000,"Intermediario"
"19.0_-64.0","19.0_-64.0",19.5000,-63.7600,0.049700,"Intermediario"
"36.0_-151.0","36.0_-151.0",36.6200,-150.6800,0.374000,"Intermediario"
"38.0_-139.0","38.0_-139.0",38.1169,-138.9330,7.370000,"Intermediario"
"69.0_47.0","69.0_47.0",69.5586,47.7056,0.018000,"Intermediario"
"-35.0_-47.0","-35.0_-47.0",-34.9393,-46.2998,0.025200,"Intermediario"
"18.0_-106.0","18.0_-106.0",18.1800,-105.8200,0.001080,"Intermediario"
"18.0_-76.0","18.0_-76.0",18.6035,-75.4318,0.014401,"Intermediario"
"-27.0_167.0","-27.0_167.0",-26.2873,167.0116,0.003570,"Intermediario"
"-36.0_118.0","-36.0_118.0",-35.3165,118.6160,0.001220,"Intermediario"
"4.0_-127.0","4.0_-127.0",4.7800,-126.0200,0.000000,"Intermediario"
"41.0_8.0","41.0_8.0",41.1767,8.3406,0.224857,"Intermediario"
"12.0_-68.0","12.0_-68.0",12.2733,-67.5744,0.003844,"Intermediario"
"77.0_73.0","77.0_73.0",77.2560,73.2562,0.000000,"Intermediario"
"-2.0_-96.0","-2.0_-96.0",-1.5200,-96.0000,0.000000,"Intermediario"
"27.0_-80.0","27.0_-80.0",27.5247,-79.5947,0.006520,"Intermediario"
"47.0_-11.0","47.0_-11.0",47.6958,-10.5487,5.250000,"Intermediario"
"11.0_-167.0","11.0_-167.0",11.8000,-166.4100,0.000000,"Intermediario"
"29.0_-56.0","29.0_-56.0",29.6467,-55.3933,0.037903,"Intermediario"
"3.0_146.0","3.0_146.0",3.6105,146.3382,0.102567,"Intermediario"
"65.0_39.0","65.0_39.0",65.4850,39.4665,0.000000,"Intermediario"
"21.0_-110.0","21.0_-110.0",21.4800,-109.5075,0.000900,"Intermediario"
"-19.0_-176.0","-19.0_-176.0",-18.5700,-175.8300,0.011600,"Intermediario"
"76.0_17.0","76.0_17.0",76.1542,17.6731,0.000000,"Intermediario"
"61.0_-4.0","61.0_-4.0",61.3041,-3.7096,5.833333,"Intermediario"
"13.0_-151.0","13.0_-151.0",13.3550,-150.6100,0.000000,"Intermediario"
"11.0_-58.0","11.0_-58.0",11.5700,-57.8767,0.000000,"Intermediario"
"21.0_-72.0","21.0_-72.0",21.4900,-71.2950,0.003260,"Intermediario"
"-2.0_-152.0","-2.0_-152.0",-1.6700,-151.2900,0.000000,"Intermediario"
"48.0_-126.0","48.0_-126.0",48.4100,-125.5100,0.000000,"Intermediario"
"79.0_66.0","79.0_66.0",79.2027,66.5749,0.025100,"Intermediario"
"8.0_-165.0","8.0_-165.0",8.8900,-164.7300,0.000000,"Intermediario"
"68.0_44.0","68.0_44.0",68.5913,44.1215,0.000000,"Intermediario"
"32.0_-159.0","32.0_-159.0",32.8450,-158.4850,0.056900,"Intermediario"
"-28.0_-15.0","-28.0_-15.0",-27.6412,-14.3013,0.472000,"Intermediario"
